sleeve,L,H,norm,encoder,val_mse,test_mse,test_mae,sharpe,turnover,costs_bps,alloc_mode
equities,252,1,NoZ,cross,0.00023642347605346004,0.00018545856166405695,0.010153036508030495,-0.8484207962621783,0.026833159366418956,10.0,dollar_neutral
equities,252,1,Z,cross,0.0010274157975800335,0.0021145661674470072,0.04308855091692948,-1.5955591440674883,0.5380390920800718,10.0,dollar_neutral
equities,252,1,NoZ,ivar_t2c128,0.00032696249036234803,0.00028647295547402294,0.013412151956998627,0.639735745145105,0.018145434377405806,10.0,dollar_neutral
equities,252,1,Z,ivar_t2c128,0.0018927449564216658,0.0011708935174095606,0.02665984197727099,-2.1834788462237555,0.5569098232387516,10.0,dollar_neutral
equities,252,1,NoZ,patch,0.00021875743368582334,0.000350241831749836,0.015704333080876213,-1.3285402282083465,0.6279244455980205,10.0,dollar_neutral
equities,252,1,Z,patch,0.00031180738005787134,0.0002948940536695408,0.013091022352337355,-1.614933837405543,0.5250814526647269,10.0,dollar_neutral
equities,252,1,NoZ,pointwise,0.0002520978305255994,0.00019497377409124635,0.009827728658492267,0.7450043728152711,0.0015844156822332968,10.0,dollar_neutral
equities,252,1,Z,pointwise,0.00027191615299670957,0.00019616579378531823,0.010040277453056473,-0.394495280618684,0.10596024145104503,10.0,dollar_neutral
